"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	3029120	Unreliable
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	3029120	Unreliable
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	41	3029120	1.3535
	"Arizona"	"04"	"Pinal County, AZ"	"04021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	3029120	Unreliable
	"Arizona"	"04"	"Santa Cruz County, AZ"	"04023"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	375478	Unreliable
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	1714173	Unreliable
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	19	1714173	Unreliable
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	91	1714173	5.3087
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	151	1714173	8.8089
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	12	1714173	Unreliable
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	13	1714173	Unreliable
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	58	1714173	3.3836
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	1714173	Unreliable
	"Arizona"	"04"	"Yavapai County, AZ"	"04025"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	68	1714173	3.9669
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	1590282	Unreliable
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	1590282	Unreliable
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	159	1590282	9.9982
	"Arizona"	"04"	"Yuma County, AZ"	"04027"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	1590282	Unreliable
	"Arkansas"	"05"	"Ashley County, AR"	"05003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	172206	Unreliable
	"Arkansas"	"05"	"Baxter County, AR"	"05005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	330044	9.6957
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	1837880	Unreliable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	1837880	1.0882
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	99	1837880	5.3866
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	13	1837880	Unreliable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	34	1837880	1.8500
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	13	1837880	Unreliable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	1837880	Unreliable
	"Arkansas"	"05"	"Benton County, AR"	"05007"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	31	1837880	1.6867
	"Arkansas"	"05"	"Boone County, AR"	"05009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	296913	6.7360
	"Arkansas"	"05"	"Carroll County, AR"	"05015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	219804	10.0089
	"Arkansas"	"05"	"Cleburne County, AR"	"05023"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	205959	Unreliable
	"Arkansas"	"05"	"Conway County, AR"	"05029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	169459	Unreliable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	791651	Unreliable
	"Arkansas"	"05"	"Craighead County, AR"	"05031"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	72	791651	9.0949
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	493406	4.2561
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	48	493406	9.7283
	"Arkansas"	"05"	"Crawford County, AR"	"05033"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	493406	Unreliable
	"Arkansas"	"05"	"Crittenden County, AR"	"05035"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	401333	Unreliable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	929473	Unreliable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	929473	Unreliable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	929473	3.7656
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	929473	Unreliable
	"Arkansas"	"05"	"Faulkner County, AR"	"05045"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	929473	Unreliable
	"Arkansas"	"05"	"Franklin County, AR"	"05047"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	144132	Unreliable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	773199	Unreliable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	773199	Unreliable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	54	773199	6.9840
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	30	773199	3.8800
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	10	773199	Unreliable
	"Arkansas"	"05"	"Garland County, AR"	"05051"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	47	773199	6.0786
	"Arkansas"	"05"	"Greene County, AR"	"05055"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	341969	8.1879
	"Arkansas"	"05"	"Hot Spring County, AR"	"05059"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	265026	Unreliable
	"Arkansas"	"05"	"Independence County, AR"	"05063"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	293659	Unreliable
	"Arkansas"	"05"	"Izard County, AR"	"05065"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	108248	Unreliable
	"Arkansas"	"05"	"Jackson County, AR"	"05067"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	141861	Unreliable
	"Arkansas"	"05"	"Jefferson County, AR"	"05069"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	601570	Unreliable
	"Arkansas"	"05"	"Johnson County, AR"	"05071"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	205785	Unreliable
	"Arkansas"	"05"	"Lawrence County, AR"	"05075"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	137122	Unreliable
	"Arkansas"	"05"	"Logan County, AR"	"05083"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	177508	11.8305
	"Arkansas"	"05"	"Lonoke County, AR"	"05085"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	555058	Unreliable
	"Arkansas"	"05"	"Lonoke County, AR"	"05085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	33	555058	5.9453
	"Arkansas"	"05"	"Lonoke County, AR"	"05085"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	555058	Unreliable
	"Arkansas"	"05"	"Lonoke County, AR"	"05085"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	555058	Unreliable
	"Arkansas"	"05"	"Mississippi County, AR"	"05093"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	364640	Unreliable
	"Arkansas"	"05"	"Poinsett County, AR"	"05111"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	195066	10.2529
	"Arkansas"	"05"	"Polk County, AR"	"05113"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	163561	Unreliable
	"Arkansas"	"05"	"Pope County, AR"	"05115"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	497818	4.4193
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	25	3091270	0.8087
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	59	3091270	1.9086
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	170	3091270	5.4994
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	41	3091270	1.3263
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	3091270	Unreliable
	"Arkansas"	"05"	"Pulaski County, AR"	"05119"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	40	3091270	1.2940
	"Arkansas"	"05"	"Randolph County, AR"	"05121"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	142684	Unreliable
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	884033	Unreliable
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	884033	Unreliable
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	52	884033	5.8821
	"Arkansas"	"05"	"Saline County, AR"	"05125"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	884033	Unreliable
